,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
2008,4,0,1,2,1,0,moderate,True,LA,True,Private Room in NoHo,16,99,91601,1,1
2009,4,9,0,4,1,0,moderate,True,SF,True,Queen Anne 2BR Garden Suite,26,100,94112,2,3
2010,3,0,1,2,1,0,strict,False,NYC,True,LUXORY Brooklyn room,13,97,11207,1,1
2011,4,1,0,4,1,0,moderate,True,SF,True,Cozy Light Filled Home,3,100,94110,2,2
2012,5,0,0,4,1,0,moderate,True,Chicago,True,Huge Sunny Ukrainian Village 2Bed 4 blocks 2 Train,7,91,60622,2,4
2013,4,4,1,4,1,0,moderate,True,Chicago,True,"Enormous Loft w Priv. Living Room, Bedroom & Bath",16,96,60642,1,2
2014,4,0,0,2,1,0,strict,False,NYC,True,"Sunny, Charming 1-bedrm Near Park",13,91,11215,1,1
2015,4,0,0,2,1,0,moderate,True,Boston,True,Cozy One Bedroom Beacon Hill Apartment (37-2),20,96,02108,1,1
2016,4,0,1,2,1,0,strict,True,NYC,True,Cozy Room in Williamsburg Loft Apt,76,96,11211,1,1
2017,5,0,0,2,1,0,strict,True,Boston,True,Stylish & Comfortable Newbury St Studio .#5,8,85,02116,0,1
2018,4,0,0,2,1,0,strict,True,NYC,True,Charming Brooklyn 1-BR apartment,9,100,11237,1,2
2019,5,0,0,2,1,0,strict,True,NYC,True,Spacious Village 1 bedroom - 5 star rated host,3,100,10012,1,1
2020,4,0,0,4,1,0,strict,True,NYC,True,Entire 2bed apt in Brooklyn,3,93,11206.0,2,2
2021,5,0,0,7,1,0,strict,True,NYC,True,NO SLEEP TIL' BROOKLYN - STAY IN WILLIAMSBURG,11,96,11211.0,1,1
2022,4,0,0,2,1,0,strict,True,NYC,True,NYC Studio for Rent in Townhouse,74,94,10027,1,2
2023,5,4,0,4,1,0,strict,True,NYC,True,Million $ view New York Williamsburg Loft!,45,99,11249.0,1,1
2024,4,0,1,2,1,0,strict,True,NYC,True,Brooklyn Fashionista 1Bdr Loft,13,93,11206,1,1
2025,3,0,1,2,1,0,moderate,True,NYC,True,Spacious Master BR w/ Private Bath in a 3BR apt,11,89,11221,1,2
2026,4,0,0,3,1,0,moderate,True,NYC,True,Scenic & quiet Apt - Windsor Terrace/Prospect Park,5,100,11218,1,1
2027,4,0,1,2,1,0,strict,True,SF,True,Bright Spacious Private Room Near Golden Gate Park,8,100,94118,1,1
2028,4,0,1,2,2,0,moderate,False,NYC,True,"Private Room & Coffee, only 3 blocks to Train",246,92,11237,1,1
2029,4,1,0,4,1,0,flexible,True,LA,True,Appleton way Private Guest House with its own yard,1,100,90291,1,2
2030,5,6,0,4,1,0,strict,True,SF,True,Sunny 1200 sq ft top floor near Dolores Park,1,80,94110,2,3
2031,4,12,0,2,1,0,strict,True,SF,True,Spacious San Francisco studio in quiet area,3,100,94112,0,1
2032,5,0,0,10,1,0,strict,True,NYC,True,Fresh Luxury 2 Bed 2 Bath in Williamsburg,7,100,11211.0,2,5
2033,5,0,0,2,1,0,moderate,True,NYC,True,"Flatiron Studio Loft, Elevator Bldg",102,99,10010,0,1
2034,4,1,1,1,1,0,strict,True,LA,True,Pvt. Euro-Suite/1920's Bungalow,50,97,91030,1,1
2035,5,0,0,2,1,0,moderate,True,Boston,True,Perfect 1 Bedroom Condo in South Boston!,95,91,02127,1,1
2036,5,8,0,2,1,0,strict,True,LA,True,Cottage Studio w/ Pool ,118,98,90291,0,1
2037,6,0,0,6,1,0,moderate,True,NYC,True,"1,600sqft Historic Loft Firehouse + Private Garden",1,100,10009.0,2,3
2038,4,0,0,4,1,0,moderate,True,LA,True,☆ Hollywood 1 Bedroom + Sofa Bed ☆ Parking ☆ Wifi,11,96,90027,1,2
2039,5,1,1,2,2,0,flexible,False,SF,True,Tower Bedroom in a Gorgeous 4000 sq ft Victorian,1,100,94117.0,1,2
2040,5,6,0,2,1,0,flexible,False,NYC,True,Beautiful Duplex Apt in the West Village,1,80,10014,1,1
2041,6,0,0,12,2,0,strict,True,NYC,True,5-Star HUGE Apartment DUPLEX,3,67,10001.0,4,6
2042,5,0,0,4,2,0,strict,True,NYC,True,Hey Beautiful Brooklyn Brownstone!,22,97,11238,2,3
2043,5,1,0,4,1,0,strict,True,DC,True,"Historic, lovely rowhome 2 blocks to Union Station",22,95,20002,2,2
2044,5,1,0,8,2,0,strict,True,LA,True,Beach Home 3Bed /2ba sleeps 8/ Ocean Views/Parking,32,95,90293,3,4
2045,5,0,0,6,1,0,strict,True,NYC,True,Sunny and Vibrant Brooklyn loft,14,99,11206,3,3
2046,4,0,0,2,1,0,strict,True,LA,True,West Hollywood Modern Escape,8,93,90029,1,1
2047,5,0,0,4,1,0,strict,True,NYC,True,I LOVE NEW YORK in Theater District,19,94,10019,1,2
2048,4,1,1,2,1,0,strict,True,SF,True,Garden View Private Bedroom by Glen Park BART,18,99,94131,1,1
2049,5,0,0,6,1,0,strict,True,NYC,True,Very Large apartment in Williamsburg,11,96,11206.0,2,2
2050,5,5,0,4,2,0,moderate,True,LA,True,The Artist Cottage,2,100,90027,2,2
2051,4,1,0,5,1,0,strict,True,LA,True,Private LA Studio w/ Saltwater Pool,7,97,91364,1,1
2052,4,0,0,5,1,0,strict,True,NYC,True,Family-friendly 2 bed apt.near Manhattan,36,92,11417,2,2
2053,4,1,1,2,1,0,moderate,True,SF,True,Perfectly located in Sunset,20,95,94122,1,1
2054,5,0,0,2,1,0,strict,True,SF,True,Lovely and Well-Located 1BD Apt.,88,96,94122,1,1
2055,3,0,2,2,1,4,flexible,True,NYC,True,Really simple nice and comfy,24,93,10032,1,1
2056,4,0,1,4,1,1,moderate,True,LA,True,Artsy & Spacious Ocean View Bliss - Belmont Shores,19,95,90803,1,1
2057,3,1,1,2,1,0,strict,True,NYC,True,Safari room with sky view near Midtown Manhattan,46,91,11106,1,1
2058,4,14,0,3,1,0,moderate,False,LA,True,Bev Hills Cabin 15 min Beach & DT!,217,80,90034,0,2
2059,4,0,1,2,1,0,strict,True,NYC,True,Sunny Warm Quiet NYC Retreat,195,97,10032,1,1
2060,5,0,0,4,1,0,strict,True,LA,True,Luxury 1 bedroom in the heart of Marina del Rey.,14,96,90292,1,1
2061,4,4,1,4,1,0,strict,True,LA,True,** ARCHITECT'S SPECTACULAR DOWNTOWN LOFT **,139,94,90014,1,2
2062,4,0,0,2,1,0,moderate,True,NYC,True,Brooklyn Brownstone Serenity,17,99,11221,1,1
2063,5,0,0,3,1,0,moderate,True,NYC,True,"Sunny, Modern East Village 1BR",10,96,10003.0,1,2
2064,4,0,0,2,1,0,strict,True,DC,True,New 1BR Dupont Circle Best Location,196,97,20009,1,1
2065,4,0,1,1,1,0,moderate,True,NYC,True,Cozy Apartment in Heart of Park Slope,2,100,11217,1,1
2066,3,1,1,5,1,0,strict,True,LA,True,2 Queen Beds in Large Private Bedrm,37,90,90660,1,2
2067,3,1,1,2,1,0,strict,True,Chicago,True,Pilsen Arts Community Custom Home,17,97,60608,1,1
2068,3,0,0,3,1,0,moderate,True,Chicago,True,Cozy Studio in Uptown,42,97,60640,0,1
2069,3,0,1,2,2,0,strict,True,NYC,True,your space around Myrtle Ave,2,90,11221,1,1
2070,5,0,0,4,1,0,strict,True,Boston,True,Modern 2BR in Brighton,5,92,02135,2,2
2071,5,0,0,4,1,0,strict,True,NYC,True,"BEST 2 BED ROOM WILLIAMSBURG BK APT, SLEEPS 4.",3,100,11206,2,2
2072,5,0,0,6,1,0,flexible,True,Boston,True,3 bedroom apartment next to T stop,109,97,02129,3,3
2073,4,0,1,2,2,0,strict,True,NYC,True,Private room with your own bathroom,1,100,11206,2,1
2074,4,0,0,2,1,0,strict,True,Chicago,True,Lofty Vintage studio in the heart of Gold Coast,4,100,60610,0,1
2075,4,0,1,2,1,0,strict,True,Boston,True,E5 Post/PreFlight Relaxation,156,90,02128,1,1
2076,4,0,1,2,1,0,flexible,True,NYC,True,Bright and Clean One Bedroom - Females Only!,13,97,10009.0,1,1
2077,3,1,1,4,1,0,strict,True,Chicago,True,Room with Shared Bathroom,5,96,60649,1,2
2078,4,0,1,2,1,0,flexible,True,NYC,True,Safe & Cozy Room w/ Great Sunlight!,3,90,10468,1,1
2079,5,2,1,2,1,0,strict,True,SF,True,City of San Francisco: City of Love,9,93,94117.0,1,1
2080,5,6,0,5,1,0,strict,True,SF,True,Gorgeous Mother in Law  near Beach,11,75,94122,2,5
2081,5,0,0,4,1,0,strict,True,NYC,True,Quiet garden apt. @ So. Harlem/Morningside Heights,1,100,10026,1,2
2082,5,3,0,4,1,0,strict,True,NYC,True,BRIGHT SHABBY CHIC FLOOR THRU,5,100,10027,1,3
2083,5,2,0,5,1,0,strict,True,NYC,True,"Walking distance to restaurants, trains, & shops",10,90,10019,2,4
2084,6,0,0,8,2,0,strict,True,NYC,True,"Chelsea Gem, Modern, Spacious 3BD, 2BTH Apartment",10,93,10011.0,3,6
2085,4,0,0,2,1,0,strict,True,Chicago,True,Lincoln Park Luxury XLarge Studio Stunning Rooftop,27,98,60614,1,1
2086,4,0,1,2,1,0,flexible,True,NYC,True,"Bright, Cozy & Eclectic Room | Tub Kitchen Laundry",1,100,11221,1,1
2087,4,0,1,2,1,0,moderate,True,NYC,True,East Village Suite with Private Entrance,20,97,10003.0,1,1
2088,4,0,0,4,1,0,moderate,True,NYC,True,Quality 1br 2 stops from Midtown,273,93,10030,1,2
2089,4,0,0,2,1,0,moderate,True,LA,True,Hollywood Bohemian Brick Hideaway!,4,100,90038,1,1
2090,4,0,1,6,1,0,moderate,True,NYC,True,Nice Private room on Broadway,47,93,10032,1,4
2091,4,0,0,2,1,0,moderate,True,NYC,True,Beautiful & Sunny Loft in Brooklyn,24,97,11206.0,0,1
2092,4,3,1,2,1,0,flexible,False,LA,True,king size bed w/ private Zen bath,1,100,90064,1,1
2093,6,1,0,14,3,0,strict,True,LA,True,Craftsman in grt area! Walk everywhere. Remodeled!,7,97,91030,4,8
2094,4,0,1,2,1,0,strict,False,NYC,True,3 Minutes Walk to Times Square - Skyline View!,88,97,10019,1,1
2095,5,0,0,4,1,0,strict,False,NYC,True,Happy Homey 2 Bed in Gramercy!,2,60,10010,2,2
2096,5,0,0,5,1,0,moderate,False,NYC,True,The Institute—Heart of Williamsburg,251,93,11249.0,2,2
2097,5,1,0,8,1,0,strict,True,LA,True,"""CENTER STAGE"" LUXURY 4 Bedroom in Burbank!",10,100,91505,4,4
2098,4,0,0,4,1,0,flexible,False,NYC,True,Bright kid-friendly apartment near the Navy Yard.,2,100,11205,3,3
2099,5,0,0,2,1,0,moderate,True,NYC,True,modern loft apt near Empire State,14,97,10016,1,2
2100,4,1,1,1,1,0,strict,True,DC,True,Great Space In The New DC,5,100,20001,1,1
2101,5,1,0,6,2,0,strict,True,DC,True,"Vintage Goodies, Capitol Hill ",47,90,20003,2,3
2102,5,1,0,7,2,0,strict,True,SF,True,3BR-2B light-filled house 10 min from hip Mission,4,100,94112,3,4
2103,5,0,0,2,1,0,flexible,True,NYC,True,Cool Art Filled Williamsburg's Spot .,1,60,11211.0,1,1
2104,5,0,0,4,1,0,strict,True,NYC,True,Gorgeous Apartment in Williamsburg,88,96,11211.0,1,1
2105,5,0,0,3,1,0,strict,True,NYC,True,Large & light-filled 1BR in heart of SoHo,3,100,10012,1,2
2106,4,1,1,2,1,0,flexible,True,LA,True,Serene Private Guestroom,65,98,90066,1,1
2107,4,1,1,2,1,2,moderate,True,DC,True,Quiet corner room in Petworth DC rowhouse,68,98,20011,1,1
2108,4,0,0,4,1,0,flexible,True,Chicago,True,1 Bedroom by Lincoln Park,2,100,60614,1,3
2109,4,0,1,1,1,0,strict,True,NYC,True,"Sunny, Clean, Nice bedroom available in Bushwick",17,99,11237,2,1
2110,5,0,1,2,1,0,flexible,True,SF,True,Sweet Suite near Golden Gate Park,11,98,94122,1,1
2111,4,5,0,4,1,0,moderate,True,LA,True,Private Venice Beach Guesthouse w/ Patio & Bikes,13,100,90291,0,3
2112,4,0,0,2,1,0,moderate,True,DC,True,Cute & Sunny Apartment,2,100,20016,1,1
2113,4,6,1,1,1,0,strict,False,SF,True,Hotel 964 Twin/Single Bedroom,20,80,94103,1,1
2114,5,0,0,4,2,0,strict,True,NYC,True,Luxury 2BR/2BTH on The Highline,83,99,10011.0,2,2
2115,5,0,0,5,2,0,moderate,False,Chicago,True,Garden Apartment in Historic Hyde Park Mansion,10,100,60615,2,4
2116,4,0,0,6,1,0,moderate,True,LA,True,Hollywood Blvd Home PRIME LOCATION Walk everywhere,73,84,90028,0,4
2117,4,23,1,2,1,0,strict,True,LA,True,private Space/Treehouse in home.,118,98,91030,1,2
2118,5,0,0,4,1,0,moderate,True,Boston,True,2BR Apt available in Historical Beacon Hill.,14,96,02114,2,2
2119,5,1,0,8,1,0,strict,True,NYC,True,SALE 3 BEDROOM & YARD THANKSGIVING/BLACK FRIDAY,29,88,11221,3,3
2120,5,0,0,1,1,0,strict,True,NYC,True,Amazing Deal for summer in Brooklyn !!!!,38,89,11214,1,2
2121,4,0,0,6,1,0,strict,True,NYC,True,Modern 2BR - Garden Duplex in Townhome,23,92,11233.0,2,2
2122,4,1,0,6,1,0,strict,True,NYC,True,"30m to Manhattan (Express Train),  3 BR APT",36,85,11361,3,5
2123,4,1,1,1,1,0,flexible,True,Boston,True,1Beautiful Philadelphia Style Home!,11,96,02124,1,1
2124,4,1,0,4,1,0,strict,True,LA,True,Charming  Home in NOHO Art District,7,89,91601,1,2
2125,4,0,0,2,1,0,strict,True,NYC,True,SPACIOUS PLACE 1 MIN WALK TO SUBWAY,34,86,11206.0,1,1
2126,5,0,0,6,1,0,moderate,True,NYC,True,"HAMILTON HEIGHTS Spacious, Private, Comfortable",45,98,10031,2,3
2127,5,0,0,6,2,0,moderate,True,LA,True,Gorgeous&Modern/2 bedrooms Gym-Pool-Spa/Mid City,6,97,90036,2,3
2128,5,2,1,2,1,0,moderate,True,SF,True,Penthouse Mission Apartment,8,98,94110,1,1
2129,4,0,1,2,1,0,strict,True,LA,True,Comfy Bedroom + Private Bath/Parking Safe & Clean,40,97,91203,1,1
2130,5,0,0,2,1,0,flexible,False,NYC,True,UPPER EAST SIDE WITH OUTDOOR SPACE,3,87,10029.0,0,1
2131,5,0,0,2,1,0,strict,False,NYC,True,Elegant New apt in Lower East Side,19,95,10002,1,2
2132,4,1,1,3,1,0,strict,True,LA,True,Historic Mansion Suite,4,80,90018,1,1
2133,4,0,0,4,1,0,moderate,True,NYC,True,Brooklyn townhouse living,8,100,11216,1,2
2134,5,1,0,5,1,0,strict,True,LA,True,Venice Beach Cottage,4,85,90291,2,3
2135,5,1,0,4,2,0,strict,True,Chicago,True,"The Coach House, Florsheim Mansion",1,80,60610,2,3
2136,4,0,1,2,1,0,strict,False,Chicago,True,Bohemian Lincoln Park,9,100,60614,1,1
2137,4,2,1,2,1,0,moderate,True,Chicago,True,Cozy 1bd/1bath bdrm w/stunning city views!,2,100,60642,1,1
2138,4,0,1,2,1,0,strict,True,NYC,True,"A Real Room, Why Not Stay Here?",54,92,11237,1,1
2139,4,1,1,2,1,0,moderate,True,LA,True,1/2 Block to Venice Boardwalk - Ocean Views!,53,96,90291,1,1
2140,5,0,0,2,1,0,moderate,True,SF,True,Modern Home in Beautiful Hayes Valley,23,99,94102.0,1,2
2141,5,0,0,2,1,0,flexible,True,Chicago,True,Modern downtown spacious studio w/ stunning view!,8,100,60611,0,1
2142,5,0,0,3,1,0,strict,True,NYC,True,"Real 1-BR Home in West Village, Central yet Quiet!",34,98,10011,1,1
2143,5,0,0,4,1,0,strict,True,NYC,True,Upper Eastside Get-A-Way,1,100,10028,2,3
2144,5,0,0,5,1,0,strict,True,NYC,True,Bright 1BR Apt in Midtown,34,82,10001,1,2
2145,4,1,1,2,1,0,moderate,True,NYC,True,Economy private room great location to Manhattan,30,95,10310,1,2
2146,4,0,0,2,1,0,strict,True,LA,True,The Topanga Retreat has the best view in Topanga!!,22,99,90290,1,1
2147,4,2,1,5,1,0,strict,True,NYC,True,Shared Apartment - King/Full Rooms,3,100,10026,2,2
2148,4,0,0,2,1,0,strict,True,NYC,True,Cozy Park Slope Ground Floor Apt,4,80,11217,1,1
2149,4,0,1,2,1,0,moderate,True,LA,True,Charming beach studio for a getaway,25,89,90405,1,1
2150,3,5,2,1,1,0,strict,True,NYC,True,Simple and Budget Place Close to Downtown,17,66,10029.0,1,1
2151,4,0,1,3,1,0,flexible,True,NYC,True,Elegant pvt bedroom and living room,5,95,11237,1,2
2152,3,0,0,2,1,0,moderate,False,Chicago,True,Value Studio!  Cozy like home!,136,96,60613,0,1
2153,4,0,0,3,1,0,moderate,True,DC,True,Clean and Bright One-Bedroom Near Capitol Hill,55,95,20003,1,1
2154,4,0,1,2,1,0,flexible,True,NYC,True,Happiness on Grand - Rooftop Access,7,100,11211,1,1
2155,4,0,1,1,1,0,strict,True,SF,True,Cole Valley Charm!,305,95,94117,1,1
2156,4,1,0,3,1,0,strict,True,SF,True,Cozy in-law apartment in SF home,38,92,94124,1,1
2157,6,1,0,12,3,0,strict,True,LA,True,Brand New Luxury Spanish style Casa with pool/spa,58,99,90046,5,5
2158,4,1,1,2,1,0,flexible,False,SF,True,Garden View Room with Private Bath,133,98,94110,1,1
2159,5,0,0,2,1,0,strict,True,NYC,True,Quiet West Village 1BR New King Bed,45,98,10014,1,1
2160,5,0,0,4,1,0,moderate,True,NYC,True,Spacious Chinatown Loft,7,94,10002.0,2,3
2161,3,7,1,2,1,0,strict,True,Chicago,True,Fabulous room close 2 Wrigley Field,65,91,60657,1,1
2162,5,1,0,6,1,0,strict,True,SF,True,Adorable Glen Park Hilltop Bungalow,18,96,94131,1,4
2163,5,0,0,4,1,0,moderate,True,Chicago,True,Edgewater Andersonville Fabulous 2 Bedroom Apt,7,92,60660,2,2
2164,4,0,0,3,1,0,moderate,True,NYC,True,Lovely Townhouse Flat with Garden,27,97,11215,1,1
2165,4,0,0,2,1,0,strict,True,NYC,True,"Wonderful Studio In Brooklyn, NY!!!",19,95,11204,1,1
2166,5,0,0,5,1,0,moderate,True,NYC,True,"Sunny 2BR in heart of Nolita, SoHo, Little Italy",4,80,10012,2,2
2167,4,0,1,2,1,0,moderate,False,NYC,True,Private room in charming Bed-Stuy,13,97,11233,1,1
2168,4,0,1,2,1,0,strict,True,LA,True,Beverly Hills Walking Neighborhood-Exclnt Quartier,146,96,90210,1,1
2169,4,0,1,2,1,0,strict,True,Boston,True,Cozy Garden Suite near The Pru/ Copley Center,22,94,02118,1,1
2170,4,1,1,2,2,0,moderate,False,Chicago,True,Wicker park private rm w/ spa bath!,214,95,60622,1,1
2171,4,1,1,2,1,0,moderate,True,LA,True,Quiet hillside Master Suite,27,93,91754,1,1
2172,4,0,0,2,1,0,strict,True,NYC,True,Quality Cozy Studio Next to Subway,39,94,11373.0,1,1
2173,4,0,1,3,2,0,strict,True,NYC,True,PRIVATE Room on Historic Sugar Hill,351,93,10031,1,2
2174,5,0,1,2,1,0,flexible,False,NYC,True,Midtown Studio near all,2,100,10022,1,1
2175,6,0,0,12,2,0,strict,True,NYC,True,Brownstone In Midtown Manhattan,93,92,10016,3,4
2176,4,0,0,4,1,0,strict,True,NYC,True,"Beautiful, cozy 1bedroom in Williamsburg",7,70,11211.0,1,2
2177,4,0,0,4,1,0,strict,True,NYC,True,Charming Apartment with Private Backyard,24,98,10461,1,2
2178,3,1,2,1,1,0,flexible,False,LA,True,Kanmore Guest House,46,93,90504,1,1
2179,3,1,2,1,2,0,strict,True,LA,True,Best shared space in the Hollywood,58,94,90046,1,1
2180,5,0,0,6,1,0,moderate,True,NYC,True,Beautiful Lexington Apartment,19,93,10016,1,3
2181,4,0,0,2,1,0,moderate,False,NYC,True,Private Apartment in Townhouse,53,95,10451.0,0,1
2182,6,0,0,16,1,0,strict,True,NYC,True,Full Floor Apt in the Heart of the East Village,7,86,10003.0,4,8
2183,4,0,0,2,1,0,strict,True,NYC,True,MidTownEast Studio-Perfect location,11,96,10016,0,1
2184,4,1,0,3,1,0,moderate,False,NYC,True,Full Floor Apartment on its Own Floor,66,94,11228.0,1,2
2185,4,0,0,2,1,0,moderate,True,NYC,True,Sunny large 1-bedroom apartment near Prospect Park,2,100,11226,1,1
2186,4,1,1,2,1,0,moderate,True,LA,True,Master Bedroom w/Ensuite Bathroom,9,100,90065,1,1
2187,5,1,0,6,3,0,strict,True,LA,True,Westside Modern Oasis 3b/3ba with large Yard,5,100,90066,3,3
2188,4,0,0,2,1,0,strict,True,LA,True,Quiet Harbor Sanctuary,8,95,90731,1,1
2189,5,0,0,3,1,0,strict,True,LA,True,Stylish one bedroom in the heart of Playa Vista.,1,100,90094,1,1
2190,4,0,0,3,2,0,moderate,True,NYC,True,"South Slope Sunny 2 Bedroom, 2 bath",6,100,11215,2,2
2191,4,0,1,2,1,0,flexible,True,NYC,True,Private Room in a Spacious & Bright Apartment,20,97,11215,1,1
2192,5,0,0,4,2,0,strict,True,NYC,True,Family aerie Brooklyn Heights,1,100,11201,2,3
2193,3,0,2,2,1,0,moderate,True,LA,True,Venice beach/ Santa Monica fun!,25,96,90066,1,2
2194,5,0,0,3,1,0,strict,False,NYC,True,Cute Apartment in Hell's Kitchen,103,88,10018,1,2
2195,4,0,1,2,1,2,strict,True,NYC,True,★Private Room Overlooking the Park★,45,97,10027,1,1
2196,3,0,1,2,1,0,flexible,False,NYC,True,"Cheap, Private Room in Bushwick! Close to Trains!",3,87,11221,1,1
2197,4,0,1,2,2,0,strict,True,NYC,True,Cosy room with private bathroom-NYC,74,93,10021,1,1
2198,5,0,0,3,1,0,moderate,True,NYC,True,Giant Sunny Loft in Williamsburg,2,100,11249.0,1,1
2199,4,0,1,2,1,0,moderate,True,NYC,True,Private Room in Perfect East Village Location!,8,94,10009.0,1,1
2200,3,0,2,1,1,0,moderate,False,LA,True,Top bunkbed/shared room 3 miles to LAX and beach,43,97,90245,1,1
2201,4,0,1,1,1,0,strict,True,NYC,True,Historic town house studio available,2,90,11216,1,1
2202,5,0,0,6,1,0,strict,True,NYC,True,Stunning 2 bedroom off CPW,28,98,10025,2,3
2203,4,0,1,2,1,0,moderate,False,NYC,True,BEST VALUE! SUPER COSY APARTMENT,3,100,10028,1,1
2204,5,0,0,2,1,0,moderate,True,NYC,True,"Cozy & Warm 1Br Apt in the LES, NYC",24,96,10002,1,1
2205,4,0,1,2,1,0,flexible,True,NYC,True,Welcome to Downtown Brooklyn,4,100,11201.0,1,2
2206,5,1,0,2,1,0,flexible,True,LA,True,Bright pool guest house,18,98,91011,1,1
2207,4,0,0,2,1,0,moderate,True,SF,True,Charming studio with exposed brick,21,92,94133,0,1
2208,4,3,1,2,1,0,flexible,True,NYC,True,Speakeasy Country House,25,98,11237,1,1
2209,4,0,0,3,1,0,strict,True,LA,True,Venice Beach Cottage Loft w/ Private Backyard,16,94,90292,0,2
2210,5,0,0,3,1,0,strict,True,NYC,True,Entire Place on the Upper Eastside,6,88,10128,0,1
2211,5,0,0,4,1,0,strict,True,NYC,True,"Hip, Young & Fabulous Midtown",37,94,10017,1,1
2212,5,1,0,4,1,0,strict,True,NYC,True,Serene Goldfish Pond Garden Apt in Williamsburg,11,98,11211.0,1,2
2213,5,0,0,8,2,0,strict,True,Boston,True,North End Condo Sleeps 8 2Bath,31,95,02109,2,4
2214,5,0,0,2,1,0,strict,True,NYC,True,Artist Apartment EastVillage,88,85,10009.0,1,1
2215,5,1,0,4,2,0,strict,True,LA,True,BEVERLYWOOD,8,95,90034,2,2
2216,4,0,0,4,1,0,flexible,True,LA,True,Little Beach Place!!!,4,100,90803,1,1
2217,4,0,1,1,1,0,strict,False,NYC,True,Charming Bright 1 bdr in Williamsburg,6,97,11222.0,1,1
2218,5,0,0,4,2,0,strict,True,LA,True,Cozy 2+2  WALK to UCLA,15,99,90024,2,2
2219,5,0,0,6,2,0,strict,True,NYC,True,3BR Williamsburg Duplex w/Backyard,7,97,11249.0,3,4
2220,4,0,1,2,2,0,flexible,True,Boston,True,"#1 out 4 Rooms in Brighton, Luxury",7,91,02135,1,1
2221,5,0,1,2,1,0,moderate,True,Boston,True,"Spacious, Fun, Free Wifi, Free Gym",9,90,02134,1,2
2222,4,0,0,3,1,0,strict,True,LA,True,Tranquil tropical retreat by beach,35,96,90277,1,2
2223,5,0,0,6,2,0,strict,True,DC,True,Dream Penthouse -central location,64,89,20009,2,3
2224,5,0,0,6,2,0,strict,True,NYC,True,Urban Oasis in Excellent Location,13,90,11211.0,2,3
2225,5,4,0,4,2,0,moderate,False,NYC,True,Great Loft in Williamsburg-Brooklyn,1,80,11211.0,2,2
2226,5,0,0,4,1,2,moderate,True,NYC,True,Luxury 1 bdrm Apt in Clinton Hills.,83,97,11238.0,1,2
2227,6,1,0,6,2,0,moderate,True,SF,True,Spectacular Nob Hill Penthouse! ,28,98,94108,3,3
2228,4,0,0,2,1,0,flexible,False,Boston,True,1 BR in Brighton,6,97,02135,1,2
2229,4,0,0,2,1,0,moderate,True,NYC,True,Studio near Empire State Building,14,87,10016,1,1
2230,5,0,0,5,2,0,strict,True,NYC,True,"The Carlton, Brooklyn brownstone Duplex w/ garden",53,96,11238,3,3
2231,4,0,0,4,1,0,flexible,True,LA,True,"Light, Quiet, Apartment in South Pasadena",6,100,91030,2,2
2232,4,0,0,4,2,0,moderate,True,Chicago,True,Modern Condo On Quiet Block,6,97,60653,2,2
2233,6,4,0,10,2,0,moderate,True,NYC,True,Amazing 4 Bedroom 2 Bath Loft in heart of Chelsea!,9,91,10001.0,4,5
2234,5,1,0,7,2,0,strict,True,NYC,True,3 BEDROOMS/ DUPLEX/ BRAND NEW,5,100,10002,3,4
2235,4,1,0,4,1,0,strict,True,SF,True,1bed @ Beach & GG Park,140,87,94122,1,1
2236,5,0,0,6,1,0,moderate,True,Boston,True,"2 bed, great location w/parking!",3,100,02128,2,3
2237,5,1,0,2,1,0,strict,True,LA,True,Peaceful Tropical Garden Guesthouse,29,100,90066,1,1
2238,4,0,1,1,1,0,strict,False,Boston,True,Modern 2BD in Longwood Medical Area,11,98,02120,1,1
2239,4,0,1,2,1,0,strict,True,DC,True,Spacious Room H Street/Trinidad NE,9,93,20002,1,1
2240,6,0,0,2,1,0,strict,True,NYC,True,"[NEW] Ultra-Luxury, Unbeatable Views!",11,100,10001.0,1,1
2241,3,0,1,2,1,0,flexible,False,NYC,True,Cozy room in the the heart of artful Bushwick BK,7,83,11237,1,1
2242,5,1,0,4,1,0,flexible,True,LA,True,Private Cabin with Views and Charm,72,98,90026,2,2
2243,5,0,0,2,1,0,flexible,False,DC,True,DC visit - Upper Georgetown Apt,4,80,20007,1,2
2244,4,0,1,2,1,0,strict,True,Chicago,True,Private room by downtown-Purple,142,95,60622,1,1
2245,5,1,1,2,1,0,moderate,True,NYC,True,Beautiful sunny bedroom in historic Park Slope,14,96,11215,1,1
2246,4,0,1,3,1,0,strict,True,NYC,True,Manhattan on a Budget,152,96,10029.0,1,2
2247,4,1,0,4,1,0,strict,True,NYC,True,"Cozy, 1 bedroom Brownstone Apt",78,98,11213.0,1,1
2248,5,18,0,6,1,0,strict,True,NYC,True,Luxury 2BR Midtown East-Near UN!,4,90,10017,2,3
2249,4,0,1,2,1,0,flexible,False,NYC,True,HUGE Bedroom in Bushwick/Bed-stuy!!,1,80,11221,1,1
2250,5,0,0,5,2,0,strict,True,Boston,True,Beautifully Furnished 2BR near Fenway +Pool & Gym,1,80,02130,2,1
2251,5,0,1,2,1,3,strict,False,NYC,True,Room w. own Bathroom in Amazing 2 Floor PentHouse!,5,100,10004,1,1
