,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
4593,4,0,1,2,1,0,strict,False,0,True,2,100,10030,1,1
4594,5,0,0,2,1,0,strict,True,0,True,2,100,10024,1,1
4595,4,0,0,6,2,0,moderate,False,0,True,66,90,10459.0,2,4
4596,4,1,0,4,1,0,moderate,True,1,True,9,100,91104,2,2
4597,4,0,0,4,1,0,strict,True,0,True,19,83,11106,2,2
4598,3,8,1,2,1,0,strict,True,0,True,2,100,11434,1,1
4599,5,0,0,4,1,0,moderate,True,2,True,154,90,94114,2,2
4600,4,0,0,2,1,0,flexible,True,1,True,42,96,90004,0,1
4601,3,1,1,2,1,0,strict,True,1,True,114,95,90042,1,1
4602,4,0,0,2,1,0,strict,True,0,True,3,100,11102,1,1
4603,5,5,0,8,2,0,moderate,True,3,True,28,99,20002,2,5
4604,5,5,0,4,1,0,moderate,True,1,True,45,100,90265,1,1
4605,4,7,1,2,1,0,strict,True,3,True,136,98,20016,1,2
4606,4,0,0,2,1,0,flexible,True,0,True,35,98,11238,0,1
4607,4,0,1,2,1,0,strict,True,4,True,70,97,02130,1,1
4608,5,0,0,4,1,0,moderate,True,2,True,32,96,94110,2,2
4609,4,0,1,2,1,0,flexible,True,0,True,45,94,11211.0,1,1
4610,3,0,1,2,1,0,strict,True,1,True,7,94,90039,1,1
4611,5,1,0,3,1,0,flexible,False,3,True,14,100,20007,2,2
4612,5,0,0,5,1,0,flexible,False,0,True,6,90,10011.0,2,4
4613,5,0,0,4,1,0,moderate,False,0,True,7,91,10023,1,2
4614,4,0,0,2,1,1,moderate,False,3,True,141,90,20001,1,1
4615,3,0,2,4,1,0,strict,True,1,True,5,70,91605,1,3
4616,4,0,1,2,1,0,flexible,True,5,True,4,90,60640,1,1
4617,4,0,0,6,1,0,moderate,True,0,True,89,89,11233,2,5
4618,3,0,2,2,1,4,flexible,False,0,True,13,82,10032,1,1
4619,4,3,1,1,1,0,strict,True,1,True,3,87,90291,1,1
4620,4,4,1,2,1,0,moderate,True,4,True,45,95,02118,1,1
4621,4,0,0,2,1,0,strict,True,0,True,23,94,11211.0,0,1
4622,4,0,0,3,1,0,moderate,True,0,True,33,92,10027.0,1,2
4623,5,0,0,4,1,0,strict,False,2,True,71,94,94110,2,2
4624,4,1,1,2,1,0,strict,False,3,True,50,91,20036,1,1
4625,3,3,0,6,1,0,flexible,True,0,True,1,40,10314.0,2,2
4626,3,0,2,1,1,0,strict,True,0,True,15,76,10029.0,1,1
4627,5,0,0,1,1,0,strict,True,0,True,11,100,10003,0,1
4628,4,1,0,6,1,0,strict,True,1,True,43,87,90303,2,5
4629,4,0,0,2,1,0,strict,True,4,True,21,88,02110,0,1
4630,5,0,0,4,1,0,strict,True,2,True,26,98,94133,2,2
4631,4,2,1,2,1,0,moderate,True,2,True,77,92,94115.0,1,1
4632,4,12,1,4,1,0,strict,True,2,True,124,99,94122,1,2
4633,4,0,1,3,1,0,strict,True,0,True,3,100,11210.0,1,2
4634,4,0,0,6,2,0,flexible,True,1,True,66,99,90004,2,3
4635,5,1,0,6,1,0,super_strict_30,True,4,True,1,100,02110,2,3
4636,5,0,1,2,1,0,flexible,True,1,True,20,98,91602,1,2
4637,5,0,0,2,1,0,strict,True,0,True,20,92,10012,1,1
4638,5,0,0,6,2,0,strict,True,5,True,40,99,60657,2,3
4639,5,0,0,3,1,0,moderate,True,0,True,14,97,10014,1,1
4640,5,4,0,3,1,0,strict,True,0,True,12,97,11205,1,1
4641,4,0,1,2,1,0,moderate,False,0,True,3,93,10027,1,1
4642,4,0,0,3,1,0,flexible,False,0,True,65,88,11221,1,2
4643,5,0,0,3,1,0,moderate,True,2,True,20,96,94114,2,2
4644,4,0,0,16,1,0,strict,True,1,True,6,80,90006,3,12
4645,4,3,0,2,1,0,moderate,True,3,True,11,96,20005,1,1
4646,4,0,1,2,1,0,strict,True,5,True,19,99,60642,1,1
4647,5,0,0,4,1,0,strict,True,2,True,3,100,94122,2,2
4648,4,0,0,3,1,0,strict,True,0,True,36,94,10021,1,1
4649,4,0,1,2,1,0,strict,True,0,True,12,93,10019,1,1
4650,5,1,0,2,2,0,strict,True,1,True,11,98,90039,2,2
4651,5,0,0,4,1,0,strict,True,0,True,44,90,10028,2,2
4652,4,0,1,3,1,0,moderate,True,0,True,4,100,11238,2,2
4653,4,1,1,3,1,0,moderate,True,0,True,25,99,11225,1,1
4654,5,0,0,5,1,0,moderate,True,0,True,3,100,11238,2,2
4655,4,1,1,2,1,0,strict,True,1,True,118,98,91343,1,1
4656,4,3,0,2,1,0,strict,True,1,True,38,88,91106,1,1
4657,4,0,1,2,1,0,strict,True,0,True,7,100,11206,1,1
4658,4,0,1,1,1,0,strict,True,1,True,6,93,91505,1,1
4659,4,0,1,1,1,0,strict,True,0,True,1,100,11206,1,1
4660,5,0,1,2,1,0,strict,True,0,True,3,100,11211.0,1,1
4661,4,0,0,3,1,0,moderate,True,0,True,16,99,10032,0,1
4662,5,2,0,4,2,0,moderate,True,3,True,38,99,20009,2,2
4663,4,0,0,3,1,0,strict,True,1,True,66,88,90028,0,2
4664,5,2,0,4,2,0,strict,True,5,True,19,100,60657,2,2
4665,3,0,2,4,1,0,moderate,False,0,True,1,100,11369.0,1,4
4666,4,0,1,2,1,0,moderate,True,1,True,9,96,90275,1,1
4667,4,0,0,2,1,0,moderate,True,4,True,63,87,02134,1,1
4668,4,0,1,2,1,0,strict,True,0,True,16,98,10036,1,1
4669,4,0,1,2,1,0,flexible,False,0,True,2,60,10027,1,1
4670,5,0,0,2,1,0,strict,True,0,True,32,98,10021,1,1
4671,4,1,0,3,1,0,strict,False,0,True,38,99,11215,1,1
4672,5,1,0,6,1,0,strict,True,1,True,7,89,91606,2,3
4673,3,0,1,2,1,0,flexible,True,1,True,1,100,91343,1,1
4674,4,0,1,3,1,0,strict,True,0,True,11,96,10031,1,2
4675,5,9,0,2,1,0,flexible,False,1,True,1,100,90048,1,1
4676,4,1,1,2,1,0,moderate,True,1,True,5,100,91755,1,1
4677,4,0,0,4,1,0,strict,True,1,True,6,97,91206,1,1
4678,4,0,1,2,1,0,flexible,True,0,True,8,100,11238.0,1,1
4679,3,0,2,1,1,0,strict,True,1,True,10,88,90025,1,1
4680,4,1,1,2,1,0,moderate,True,1,True,41,100,90027,1,1
4681,6,1,0,4,2,0,flexible,True,1,True,2,100,91364,2,3
4682,3,0,1,2,1,0,flexible,True,0,True,2,100,11218,1,1
4683,4,3,1,2,1,0,flexible,True,1,True,8,100,90277,1,1
4684,5,0,0,8,2,0,strict,True,0,True,35,70,10003.0,3,3
4685,3,1,2,1,1,0,moderate,False,0,True,11,98,11102,1,1
4686,5,0,0,3,2,0,moderate,True,4,True,1,60,02128,2,3
4687,4,7,1,3,1,0,strict,True,5,True,12,97,60641,1,2
4688,4,7,1,2,3,0,moderate,False,1,True,76,98,90290,1,1
4689,4,0,1,2,1,0,moderate,True,0,True,201,89,11211,1,1
4690,4,0,0,4,1,0,strict,True,4,True,23,87,02110,1,2
4691,6,0,0,6,2,0,strict,True,0,True,6,83,10025,3,4
4692,5,0,0,7,2,0,strict,True,0,True,64,98,10027,2,5
4693,4,1,0,3,1,0,strict,True,0,True,3,100,11379,1,1
4694,5,0,0,6,1,0,strict,True,0,True,20,97,11218,3,4
4695,4,0,1,3,1,0,strict,False,0,True,10,86,11106,1,1
4696,4,0,1,3,1,0,flexible,True,5,True,1,100,60647,1,1
4697,3,0,1,2,1,0,flexible,False,5,True,1,100,60660,1,1
4698,5,4,0,3,1,0,strict,True,0,True,8,95,10065,1,3
4699,5,1,0,2,1,0,moderate,True,2,True,88,90,94110,0,1
4700,4,1,0,2,1,0,flexible,True,1,True,6,93,90018,1,1
4701,5,2,0,5,2,0,strict,True,0,True,11,93,10036,2,5
4702,4,0,0,3,1,0,strict,True,0,True,45,95,10009.0,1,2
4703,5,0,0,2,1,0,moderate,True,0,True,14,94,10029.0,0,2
4704,4,0,0,2,1,0,flexible,True,1,True,2,100,90026,1,1
4705,4,1,0,2,1,2,strict,True,1,True,8,100,90039,0,1
4706,5,0,0,5,1,0,strict,True,0,True,43,97,11211.0,2,3
4707,4,0,1,2,1,0,flexible,True,5,True,1,100,60610,1,1
4708,5,0,0,3,1,0,strict,True,2,True,170,92,94102,1,1
4709,4,0,0,2,1,0,strict,True,0,True,55,92,10002,1,1
4710,4,0,0,2,1,0,flexible,True,1,True,2,100,91411,0,1
4711,3,0,1,1,1,0,strict,False,0,True,288,95,11419,1,1
4712,4,5,0,2,1,2,moderate,True,1,True,1,100,91105,1,1
4713,5,6,0,3,2,0,strict,True,1,True,37,98,90265,2,2
4714,4,0,1,2,1,0,moderate,True,1,True,10,92,91601,1,1
4715,4,0,1,1,1,0,flexible,False,0,True,3,100,11106,1,2
4716,4,2,0,3,1,0,strict,True,1,True,10,92,91605,1,2
4717,4,0,0,4,1,0,moderate,False,4,True,21,99,02215,0,1
4718,4,1,1,2,1,0,flexible,True,0,True,13,95,11233,1,1
4719,6,0,0,3,1,0,strict,True,0,True,157,96,10014,1,1
4720,5,17,0,4,1,0,strict,True,2,True,11,96,94109.0,1,1
4721,4,0,0,2,1,0,strict,True,0,True,8,91,11222,2,1
4722,5,0,0,2,1,0,strict,True,2,True,22,98,94109,1,1
4723,4,0,0,6,1,0,moderate,False,5,True,1,80,60647,2,3
4724,4,1,0,5,1,0,strict,False,1,True,98,96,90712,2,3
4725,4,1,0,4,1,0,strict,True,0,True,21,93,11207.0,2,2
4726,5,2,0,2,1,0,moderate,False,2,True,24,97,94110,1,1
4727,5,0,0,4,1,0,moderate,True,0,True,72,96,11201,0,2
4728,5,0,0,3,1,0,moderate,True,4,True,1,100,02111,1,2
4729,3,0,1,1,1,0,flexible,False,0,True,17,98,10032,1,1
4730,3,1,1,2,1,0,flexible,True,1,True,9,98,90250,1,1
4731,4,1,0,4,1,0,moderate,True,1,True,2,100,90026,1,1
4732,3,1,1,1,1,0,flexible,True,1,True,4,95,90805,1,2
4733,4,0,1,2,1,0,strict,True,0,True,2,100,11211.0,1,1
4734,4,1,1,4,1,1,flexible,True,3,True,5,84,20011,1,1
4735,6,4,0,4,1,0,strict,True,0,True,59,95,11217,2,2
4736,4,1,1,1,1,0,moderate,True,3,True,4,65,20002,1,1
4737,4,0,0,4,1,0,strict,True,0,True,11,98,11105,2,2
4738,4,0,1,2,1,0,flexible,False,0,True,29,97,11222,1,1
4739,4,0,0,4,1,0,moderate,True,3,True,38,95,20002,1,2
4740,4,5,0,4,1,2,strict,True,1,True,119,99,90016,2,2
4741,4,4,1,2,1,0,strict,True,1,True,17,95,90013,1,2
4742,5,0,0,3,1,0,moderate,True,0,True,1,100,10002.0,1,1
4743,4,0,1,1,1,0,strict,True,0,True,6,88,10018,1,1
4744,4,0,0,2,1,0,flexible,True,0,True,9,100,11211.0,1,1
4745,4,0,1,3,1,0,moderate,True,0,True,64,99,10019,1,2
4746,4,0,1,2,1,0,moderate,False,5,True,21,96,60622,1,1
4747,5,0,0,4,1,0,strict,True,1,True,25,93,90035,1,2
4748,4,0,0,2,1,0,moderate,True,1,True,101,98,90026,0,1
4749,5,1,0,7,2,0,strict,True,2,True,21,97,94116,3,5
4750,3,2,1,1,1,1,moderate,False,1,True,28,94,90501,1,1
4751,4,0,0,6,1,0,strict,True,2,True,12,98,94107,1,1
4752,3,1,1,4,1,0,strict,True,1,True,32,82,90006,1,2
4753,4,0,1,2,1,0,flexible,False,1,True,58,93,91411,1,1
4754,5,0,0,4,1,0,strict,True,0,True,5,100,10033,2,2
4755,4,0,1,3,1,0,strict,True,1,True,4,100,91602,1,2
4756,4,1,0,4,1,0,strict,True,0,True,47,99,11216,1,2
4757,5,0,1,2,1,0,strict,True,0,True,2,100,10012,1,1
4758,3,0,1,2,1,1,flexible,False,0,True,3,100,11207,1,1
4759,4,0,0,4,1,0,moderate,True,0,True,138,95,11216,1,1
4760,4,0,0,3,1,0,flexible,True,1,True,8,100,90048,1,2
4761,4,0,1,2,1,0,strict,True,1,True,141,95,90028,1,1
4762,5,1,0,5,1,0,moderate,True,0,True,3,100,10461,2,2
4763,5,0,0,7,2,0,flexible,True,0,True,2,100,10039,3,3
4764,4,0,0,4,1,0,moderate,False,0,True,99,96,11213.0,2,2
4765,4,0,0,2,1,0,moderate,True,1,True,8,95,90027,0,1
4766,4,1,1,2,1,0,strict,False,0,True,37,100,10456,1,1
4767,5,0,1,2,1,0,strict,True,0,True,5,88,11211.0,1,1
4768,5,0,0,3,1,0,strict,True,0,True,6,100,10023,1,2
4769,4,0,0,2,1,0,strict,True,0,True,112,97,10024,0,1
4770,5,0,0,2,1,0,moderate,True,0,True,9,93,10036,0,1
4771,3,0,1,2,1,0,strict,False,5,True,62,96,60622,1,1
4772,4,0,1,2,1,0,moderate,True,0,True,2,100,10009,1,1
4773,4,0,1,2,2,0,strict,True,2,True,18,89,94117.0,1,1
4774,5,0,0,6,2,0,strict,True,1,True,46,91,90025,3,3
4775,4,1,1,2,1,0,moderate,True,2,True,129,99,94117.0,1,1
4776,3,0,1,3,2,0,strict,True,1,True,13,77,90004,1,2
4777,4,0,1,2,1,1,strict,True,0,True,43,88,10025,1,1
4778,4,1,0,2,1,0,strict,False,3,True,11,96,20016,1,1
4779,4,0,0,5,1,0,moderate,True,1,True,7,97,91601,1,1
4780,3,1,1,2,1,0,strict,True,0,True,5,92,11203.0,1,1
4781,5,0,0,3,1,0,strict,True,0,True,8,93,10022,0,2
4782,4,19,1,2,1,0,moderate,True,0,True,2,100,11238.0,1,1
4783,5,0,0,4,1,0,strict,True,4,True,153,94,02109,2,2
4784,4,1,1,2,1,0,moderate,True,0,True,32,92,11231.0,1,1
4785,5,0,0,7,2,0,moderate,True,4,True,4,100,02114,2,2
4786,5,0,1,2,1,0,flexible,True,2,True,2,100,94105,1,1
4787,5,0,0,2,1,0,flexible,False,0,True,5,92,10036,1,2
4788,4,1,1,2,1,0,flexible,False,1,True,1,100,91356,1,1
4789,4,0,0,4,1,0,strict,True,0,True,42,100,10021,1,2
4790,3,1,1,2,1,0,moderate,True,0,True,6,100,10461,1,1
4791,4,0,0,4,1,0,strict,False,0,True,155,91,10304,1,2
4792,4,5,0,2,1,0,moderate,True,1,True,145,97,90806,1,1
4793,5,6,0,6,2,0,strict,True,5,True,37,100,60661,3,3
4794,4,0,0,2,1,0,strict,True,1,True,73,97,90291,0,1
4795,3,0,1,2,1,0,flexible,False,0,True,2,70,11222,1,2
4796,4,1,1,2,1,0,strict,True,2,True,66,87,94110,1,1
4797,4,0,0,3,1,0,flexible,True,0,True,44,94,11375,1,1
4798,5,1,0,6,1,0,strict,True,0,True,14,80,10016,2,4
4799,3,7,1,3,1,0,strict,True,1,True,5,84,91364,1,1
4800,4,0,0,4,1,0,moderate,True,3,True,41,94,20011,2,2
4801,5,0,0,2,1,0,strict,True,0,True,19,97,10009.0,1,1
4802,5,1,0,5,2,0,strict,True,1,True,3,93,90290,2,3
4803,4,0,1,3,1,0,strict,True,0,True,113,94,11238,1,2
4804,4,0,0,2,1,1,strict,True,5,True,19,95,60622,0,1
4805,3,6,1,1,1,0,strict,True,0,True,2,100,11417,1,1
4806,4,0,1,2,1,0,strict,True,0,True,10,98,10036,1,2
4807,5,0,0,5,1,0,flexible,True,0,True,1,100,10025,2,3
4808,3,0,1,1,1,0,strict,True,0,True,4,90,10031,0,1
4809,5,2,1,2,1,0,strict,False,2,True,143,98,94133,1,2
4810,4,1,1,2,1,0,moderate,True,2,True,8,100,94131,1,1
4811,5,0,0,4,2,0,moderate,True,1,True,46,96,90028,2,3
4812,5,0,0,2,1,0,strict,True,0,True,7,97,10028,0,2
4813,3,1,1,3,2,0,strict,True,1,True,8,83,90038,1,4
4814,6,0,0,6,3,0,strict,False,3,True,22,89,20007,3,4
4815,4,4,1,2,1,1,flexible,True,5,True,90,96,60608,1,1
4816,5,1,0,3,1,0,strict,True,0,True,3,100,10044,1,2
4817,5,0,0,5,1,0,moderate,True,4,True,15,91,02115,2,2
4818,5,1,0,3,1,0,moderate,True,1,True,99,99,90291,1,2
4819,4,3,1,4,1,0,flexible,True,0,True,4,100,11385,1,1
4820,4,1,1,3,1,0,strict,True,1,True,79,98,90033,1,1
4821,4,0,1,2,1,0,strict,True,1,True,23,83,90064,1,2
4822,5,0,0,4,1,0,strict,True,0,True,12,85,10065,1,2
4823,4,0,1,2,1,0,strict,True,0,True,105,99,10036,1,1
4824,3,4,1,2,1,0,moderate,True,0,True,2,100,11222,1,1
4825,5,0,0,6,1,0,strict,True,0,True,14,96,11221,3,3
4826,5,0,0,3,1,0,strict,False,0,True,2,100,10019,0,1
4827,6,0,0,8,2,0,strict,True,4,True,32,99,02118,3,4
4828,4,0,1,2,1,0,strict,True,0,True,1,100,11215,1,1
4829,4,0,1,2,1,0,strict,False,0,True,23,86,10013.0,1,1
4830,4,0,1,1,1,0,strict,True,0,True,65,95,10025,1,1
4831,5,2,0,3,1,0,moderate,True,5,True,5,100,60610,1,1
4832,4,0,1,3,1,0,strict,False,1,True,389,96,90048,1,2
4833,3,0,1,2,1,0,flexible,True,5,True,12,92,60621,1,1
4834,3,0,1,3,1,0,flexible,False,0,True,30,96,11222,1,1
4835,5,0,0,4,1,0,strict,True,4,True,43,97,02118,1,1
4836,4,0,1,3,1,0,strict,True,0,True,87,96,10039,1,1
4837,4,1,0,6,1,0,flexible,True,5,True,35,94,60642,1,3
4838,5,0,0,6,2,0,strict,True,4,True,11,100,02127,3,3
4839,4,4,0,5,1,0,strict,False,0,True,134,97,11211.0,1,3
4840,3,1,1,1,1,0,flexible,False,4,True,26,98,02131,1,1
4841,4,0,0,2,1,0,strict,True,0,True,20,91,10128,0,1
4842,3,0,1,1,1,0,flexible,True,0,True,8,100,11222,3,3
4843,4,0,1,2,1,0,strict,True,0,True,92,93,11233,1,1
4844,4,0,1,1,1,0,moderate,True,1,True,44,96,90403,1,1
4845,4,0,0,2,1,0,strict,False,5,True,2,90,60613,0,1
4846,5,0,0,8,1,0,strict,True,0,True,46,89,10019,2,4
4847,5,2,0,4,2,0,flexible,False,1,True,7,97,90277,2,2
4848,5,1,0,5,1,0,strict,True,2,True,43,94,94110,2,4
4849,4,0,0,2,1,0,flexible,True,0,True,125,88,10032,1,1
4850,4,0,0,2,1,0,strict,True,1,True,42,95,90020,0,1
4851,4,0,1,4,1,0,moderate,True,0,True,144,92,11206,1,2
4852,4,3,1,2,1,0,strict,True,0,True,1,100,10027,2,1
4853,4,0,1,2,1,0,moderate,False,0,True,8,100,11226,1,2
4854,3,1,1,2,1,0,moderate,True,1,True,12,98,90706,1,1
4855,5,0,0,4,1,0,moderate,True,0,True,7,93,10038,2,2
4856,3,0,1,3,1,0,moderate,False,0,True,6,97,11226,1,1
4857,5,1,0,5,1,0,strict,True,1,True,32,90,90069,2,2
4858,5,0,0,4,1,0,moderate,True,1,True,3,80,90028,2,4
4859,4,7,1,1,1,0,strict,False,1,True,3,87,90019,1,1
4860,3,0,1,2,1,0,strict,True,0,True,70,95,11102,1,1
4861,3,1,1,1,1,0,strict,True,0,True,22,96,11374,1,1
4862,4,1,0,2,1,0,flexible,True,0,True,65,94,11434,1,1
4863,5,3,0,6,1,0,strict,True,0,True,4,95,11233,3,3
4864,5,0,0,2,1,0,strict,True,2,True,17,94,94114,0,1
4865,5,0,0,6,2,0,moderate,True,4,True,10,96,02114,2,3
4866,6,4,0,4,2,0,strict,True,0,True,45,99,10013,2,2
4867,4,3,1,1,1,0,strict,True,5,True,5,92,60653,1,1
4868,4,0,1,2,1,1,flexible,False,0,True,5,96,11226,1,1
4869,5,0,0,7,3,0,moderate,True,0,True,2,70,11221,3,6
4870,4,1,1,2,1,0,strict,True,1,True,192,95,90291,1,1
4871,5,0,0,1,1,0,strict,True,0,True,6,97,10014,1,1
4872,4,3,1,2,2,0,moderate,True,0,True,9,91,11249.0,1,1
4873,4,6,0,6,1,0,moderate,True,0,True,49,98,11426,1,3
4874,7,1,0,8,3,0,strict,True,5,True,20,100,60622,5,4
4875,3,0,1,2,1,0,strict,True,0,True,2,90,10032,1,1
4876,4,1,1,2,2,0,strict,True,1,True,135,96,90066,1,1
4877,5,0,0,4,1,0,flexible,True,1,True,7,100,90046,2,2
4878,6,0,0,5,1,0,strict,True,0,True,12,92,10012,2,4
4879,3,1,1,2,1,0,moderate,True,1,True,11,91,91780,1,2
4880,5,0,0,2,1,0,strict,True,0,True,14,100,10011.0,1,1
4881,3,0,1,1,1,0,strict,True,4,True,2,100,02119,1,1
4882,5,0,0,2,1,0,strict,True,4,True,28,95,02127,1,1
4883,6,0,0,10,2,0,strict,True,0,True,9,93,10009.0,3,5
4884,5,2,0,4,1,0,strict,True,2,True,25,94,94110,1,2
4885,4,0,1,4,1,0,strict,True,5,True,35,97,60625,1,2
4886,5,0,0,8,2,0,strict,True,0,True,3,87,10023,1,2
4887,3,1,1,2,1,0,moderate,True,1,True,4,85,90034,1,1
4888,4,0,0,3,1,0,strict,True,5,True,54,98,60613,2,2
4889,5,0,0,2,1,0,flexible,True,0,True,2,100,10014,1,1
4890,5,3,0,4,1,0,strict,True,0,True,24,100,11221,2,2
4891,3,0,1,1,1,0,flexible,True,1,True,6,100,91504,1,1
4892,3,0,1,1,1,0,strict,True,0,True,26,98,10458,1,1
4893,4,0,0,4,2,0,moderate,True,0,True,6,100,11220,3,3
4894,4,0,0,2,1,0,strict,True,2,True,28,99,94114,1,2
4895,4,0,0,2,1,0,flexible,False,1,True,17,93,90814,1,1
4896,5,0,1,2,1,0,strict,True,4,True,83,92,02116,1,1
4897,4,1,0,2,1,0,moderate,True,1,True,8,100,90068,1,1
4898,5,0,0,2,1,0,moderate,True,5,True,9,96,60610,0,1
4899,5,0,0,4,1,0,strict,True,0,True,6,97,10011.0,1,2
4900,4,1,1,1,1,0,flexible,True,2,True,9,100,94131,1,1
4901,5,0,0,2,1,0,flexible,True,0,True,50,96,11201.0,1,1
4902,4,1,1,2,1,0,flexible,True,2,True,54,98,94110,1,1
4903,4,0,0,4,1,0,moderate,True,5,True,7,100,60614,1,1
4904,5,0,0,3,1,0,strict,True,0,True,31,97,10002,1,2
4905,6,0,0,8,2,0,moderate,False,1,True,19,90,90015,2,3
4906,4,0,1,2,1,0,strict,True,0,True,53,98,11103,1,1
4907,4,0,1,2,1,0,flexible,False,5,True,9,84,60616,1,1
4908,4,0,0,4,1,0,strict,True,1,True,46,97,91502,1,1
4909,4,0,1,2,1,0,moderate,True,0,True,37,99,10033,1,1
4910,4,0,1,2,1,0,flexible,False,0,True,3,100,10032,1,1
4911,4,0,0,2,1,0,strict,True,1,True,65,93,90039,1,1
4912,4,9,1,3,1,0,strict,True,2,True,157,97,94121,1,2
4913,5,1,0,7,2,0,strict,True,4,True,19,99,02127,4,4
4914,4,0,1,2,1,0,moderate,True,0,True,78,97,10011.0,1,1
4915,4,0,1,2,1,0,flexible,True,4,True,3,100,02129,1,1
4916,5,0,0,5,2,0,moderate,True,1,True,9,93,90034,2,2
4917,4,0,1,4,1,0,moderate,True,0,True,23,96,11220,1,2
4918,4,0,0,6,1,0,strict,True,4,True,109,90,02108,2,4
4919,4,1,0,2,1,0,strict,True,1,True,47,99,90065,1,1
4920,3,0,1,3,2,0,moderate,True,1,True,104,96,90038,1,1
4921,4,1,1,4,1,0,moderate,True,1,True,92,97,90036,1,2
4922,4,0,0,6,1,0,moderate,False,0,True,3,53,10031,2,3
4923,4,4,0,3,1,0,strict,True,1,True,3,100,90013,1,2
4924,4,0,0,5,1,0,strict,True,0,True,5,92,11211.0,1,2
4925,4,1,1,2,1,0,strict,True,1,True,21,98,90230,1,1
4926,4,0,0,1,1,0,flexible,True,1,True,53,95,90024,0,1
4927,4,0,1,2,2,0,flexible,True,1,True,3,100,90048,1,2
4928,5,2,0,3,1,0,strict,True,1,True,32,96,90403,1,1
4929,4,1,1,2,1,0,flexible,False,1,True,41,100,90277,1,1
4930,4,3,0,6,1,0,strict,True,0,True,79,95,10031,1,3
4931,4,0,0,4,1,0,strict,False,0,True,14,89,10022,0,1
4932,5,0,0,2,1,0,flexible,False,2,True,27,98,94114,1,1
4933,4,0,1,2,1,0,strict,False,5,True,119,94,60622,1,1
4934,4,0,0,3,1,0,strict,True,0,True,34,83,10029.0,1,2
4935,4,0,0,2,1,0,strict,True,1,True,35,98,90232,0,1
4936,4,0,1,2,1,0,strict,True,0,True,65,95,10019,1,1
4937,5,0,0,6,1,0,strict,True,0,True,48,90,10009.0,2,4
4938,4,0,0,4,1,0,strict,True,3,True,11,96,20002,1,2
4939,4,0,1,2,1,0,strict,True,5,True,12,98,60601,1,1
4940,4,0,1,2,1,0,flexible,True,0,True,10,100,11211,1,1
4941,5,0,0,5,1,0,strict,True,0,True,69,97,10006,0,3
4942,4,1,1,4,2,0,strict,True,1,True,6,87,90026,1,2
4943,5,0,0,5,1,0,moderate,True,0,True,1,100,11206,2,2
4944,4,2,0,4,1,0,moderate,True,5,True,6,100,60657,1,2
4945,4,0,0,8,2,0,moderate,True,5,True,22,90,60647,3,4
4946,3,7,1,2,1,1,flexible,True,1,True,42,92,91405,1,1
4947,3,0,1,2,1,0,strict,True,0,True,9,100,11233.0,1,1
4948,5,1,0,5,1,0,strict,True,1,True,64,100,90026,2,2
4949,4,0,0,2,1,0,strict,True,1,True,1,100,91501,1,1
4950,4,0,0,2,1,0,flexible,True,1,True,1,100,90027,1,1
4951,4,0,1,2,1,0,moderate,False,0,True,50,97,10039,1,1
4952,4,12,1,1,1,0,flexible,True,2,True,1,20,94122,1,1
4953,3,1,1,2,1,0,strict,True,1,True,41,96,90004,1,1
4954,4,0,0,3,1,0,strict,True,5,True,64,98,60622,1,1
4955,4,0,0,4,1,0,strict,True,1,True,136,99,90036,1,3
4956,4,0,1,2,1,0,moderate,False,0,True,18,91,11233,1,1
4957,4,0,2,1,1,0,flexible,True,4,True,22,95,02215,1,1
4958,4,0,0,5,1,0,strict,True,1,True,80,88,90802,2,2
4959,4,1,1,2,1,0,moderate,True,1,True,4,73,90019,1,1
4960,5,0,0,3,1,0,strict,True,0,True,5,92,10075,1,1
4961,5,0,0,2,1,0,flexible,False,0,True,3,100,11222,1,1
4962,4,0,0,4,1,0,strict,True,0,True,7,89,11233,1,1
4963,4,0,0,4,1,0,strict,True,1,True,31,83,90036,1,2
4964,5,1,0,4,1,0,strict,False,2,True,3,100,94117,2,2
4965,4,2,1,2,1,0,moderate,True,3,True,3,100,20005,1,1
4966,4,0,0,2,1,0,flexible,True,0,True,8,98,10029.0,0,1
4967,4,1,1,2,1,0,moderate,True,1,True,1,100,90042,1,1
4968,3,0,1,1,1,0,moderate,False,0,True,26,97,11238.0,1,1
4969,4,0,0,3,1,0,strict,True,1,True,52,87,90038,0,1
4970,5,1,1,1,1,4,flexible,False,3,True,1,100,20010,1,1
4971,4,0,0,5,1,0,strict,True,0,True,7,100,11226,2,3
4972,4,0,1,2,1,0,flexible,True,0,True,1,100,11215,1,1
4973,4,0,1,2,0,0,moderate,True,1,True,156,97,90802,1,1
4974,6,0,0,10,1,0,moderate,True,0,True,2,100,10002.0,3,3
4975,3,1,1,2,1,0,strict,True,4,True,3,87,02132,1,1
4976,5,0,0,4,1,0,strict,True,4,True,3,100,02115,1,1
4977,7,1,0,10,4,0,strict,True,1,True,52,93,91754,4,4
4978,4,0,1,2,1,0,moderate,False,0,True,2,100,10002,1,1
4979,4,0,1,2,1,0,flexible,False,0,True,10,100,11221,1,1
4980,5,0,0,2,1,0,strict,True,0,True,2,90,10014,1,1
4981,3,0,1,2,2,0,strict,True,1,True,12,83,90027,1,2
